Average m/z,Average rt,Average sn,Sample-T0,Sample-15min,Sample-30min,Sample-1h,Sample-2.5h,Sample-4h,Sample-6h
183.9873,8.987,6.063182,290524.6567,147013.1133,135728.2,154108.5733,296059.4367,155412.2547,27198.43
183.98894,7.46,3.1824284,0,195987.2633,136311.9467,256128.926,0,21934.79,159913.816
183.99,9.727,3.6478846,132423.1933,80439.13567,155810.23,106889.83,71185.12,132757.34,36222.46833
183.99054,5.831,11.821112,44359.156,123178.23,144307.676,294212.46,76788.20667,159889.04,188398.4467
184.08305,6.36,956.0519,43204.343,57285.70533,47181.05567,66369.133,80200.95667,99728.95,128047.56
184.09389,6.228,2.7612307,66956.25667,18837.082,11372.17567,46810.417,29328.56,118161.57,67758.23
184.0942,5.642,2.1448333,0,0,0,15151.88533,144852.8733,91426.10533,118094.5
184.09595,4.411,14.732365,51222.51,0,0,10294.688,856301.0833,1212509.75,1165556
184.09604,6.978,531.68036,15201422.33,10143302.83,13674583.83,12419096.33,6025999,4050740.667,3419881.833
184.21944,6.833,5000,756090.1233,0,0,0,0,0,0
184.98521,18.386,15.253818,5037363.167,0,0,0,2166555.333,4162331.5,4274840.333
184.9853,19.526,23.5304,7729632.5,7317671,6883808.167,7171500.833,4449234.333,4335140.333,2164099.167
184.9854,20.233,4.019727,5143814.167,7521010.833,6995919.333,7522468,6753351.5,4327956.333,6447510.667
184.98547,19.018,23.27092,7683039.667,7216870.5,6869750.333,7129112.5,6616118.667,6445707.5,4341759.833
184.98569,17.658,10.286399,0,0,0,0,0,1948273.167,2020399.333
184.98817,15.213,4.2866664,1021036.667,0,0,0,961396.4,0,965127.0667
184.9882,15.6,2.753,1086897.267,0,0,0,0,0,0
184.98828,14.607,5.0728335,1749018.333,0,0,0,1638072.333,0,824831.9333
184.98868,13.782,6.4764,1552199.933,724445.6,0,0,769385.8333,0,0
184.98923,13.167,4.0965714,740630.6667,1428438.533,1350882.367,0,722602.6667,0,701285.5
184.9896,12.55,5.8814,706930,2053949.133,2014523.9,656671.7333,0,0,673267.8
184.99017,21.332,564.542,0,0,0,0,0,571426.5333,92216.66667
184.99017,11.604,5.8942146,631005.9333,1340849.067,1330964.7,2005742.967,0,1242503.467,651682.3667
184.9908,10.948,10.150001,1249430.4,643249.5,0,1992257.067,606791.7,1821834.033,598653.8333
184.99144,10.526,6.9752145,1871500.933,0,557391.3667,650840.8333,1218429.1,1820080.2,1176533.467
184.99281,9.773,7.6368804,1833392.767,1763701.167,1711876.133,1816528.6,1790688.2,11690.18733,1294492.52
184.99358,7.34,2.648,0,0,483890.6333,0,0,0,510336.0333
184.99367,8.8,7.206,1631726.2,1742286.6,1457644.2,1732154.267,1057454.667,1194728.983,787571.8667
184.9937,8.385,5.295,0,558050.2,0,0,0,0,0
184.99487,7.899,3.7998,1599858,951301,949784.2,1625315.567,1107715.39,1024373.5,552053.0667
184.99573,6.973,4.415417,498644.0667,1511799.733,1471614.667,1381304.267,786624.6,1331552.433,754148.1333
184.9966,6.3,2.948,0,0,0,0,0,0,440802.0333
184.99805,5.779,6.697261,1685418.4,402690.8,281254.2333,924819.3333,1098465.567,1440319.367,1025008.41
184.9985,1.989,627.58075,0,38366.98667,0,116956.0333,337962.4167,0,483553.1267
184.99873,21.954,940.27515,0,231284.9533,156370.9667,74566.40667,83559.75667,0,206237.04
184.99873,1.091,558.6125,0,384493.4767,116855.98,238698.28,438363.5267,0,234815.9667
185.00014,4.718,12.573571,1707292.833,1727645.833,1659528.3,1142404.967,1526114.2,1142727.353,1214020.2
185.00127,4.077,16.066465,1447910.413,1380633.067,1439593.067,1116069.717,1531532.9,679774.8867,918599.02
185.00238,2.804,3.0264766,0,628824.3167,697718.9333,232461.65,767221.5,278238.765,58588.68667
185.00368,3.332,233.5786,0,1318903.767,600740.1833,776490.0267,1009567.333,546224.8733,872106.72
185.09113,6.231,3237.249,0,64691.10833,124975.75,49653.90467,87506.33,69162.52367,60120.056
185.10477,6.772,215.92604,8389294.333,7714900.333,6646506.833,5435948.333,2724516.667,1912993.367,2003260.7
185.10645,4.153,26.165863,0,527461.8533,1160702.817,1939352.133,2530022,2775476.167,3223085.167
185.11102,17.79,9.01,273059.4167,0,0,0,279215.1333,0,0
185.11116,13.607,4.080667,0,59239.42667,160983.78,0,0,0,0
185.112,19.401,16.781456,921151.6833,946826.2633,981064.6,1032059.7,629105.4667,928268.4333,938569.12
185.11218,18.84,14.005872,915599.37,931533.85,962045.1333,866993.47,622299.7167,908314.28,618045.32
185.11218,19.885,9.8229475,307388.5667,948465.15,987631.5133,1032529.05,318166.1667,933270.7333,942212.7333
185.11449,5.38,433.50137,138510.8533,334236.1733,345922.38,460533.07,531716.0533,362988.9567,327808.8667
185.1148,16.717,5.263053,546635.6667,380627.5067,385812.0667,125091.4267,295137.0967,62847.46667,283490.892
185.11559,16.249,5.4985003,287073.4823,272033.5833,468696.0667,117348.3833,0,27626.30467,275283.98
185.1157,15.629,4.2635593,192721.1533,461152.9033,104087.2067,274703.2033,45335.12767,75481.88333,309071.0187
185.11713,14.82,2.9382308,16759.76933,98639.33667,187049.2333,85360.20667,25558.00267,21162.37233,35234.87067
185.11806,13.121,502.72565,7509.750667,41439.42,244102.8067,0,45198.91333,0,6676.991
185.9848,16.588,3.165769,12970.87,92693.598,36420.01,108852.5433,0,75121.42667,156964.01
185.98494,17.559,4.444952,0,150758.12,204819.8267,331532.6533,365844.09,286279.9167,388855.2433
185.98569,18.408,7.4830422,319568.5,157575.178,402022.1533,425172.0867,278361.4933,386064.6867,255456.76
185.98605,20.644,177.16783,235705.5633,354523.64,349630.0933,527986.2,499288.5,360753.76,263491.0467
185.98682,18.018,9.663375,13984.43867,0,173596.8333,179682.6,171776.48,277336.88,321887.5833
185.9877,19.282,10.119188,301546.8633,535806.3167,26542.33467,0,37224.77667,321167.3333,187205.9867
185.98866,19.706,7.336687,140476.9343,537291.8167,171952.1713,175638.5667,188335.4453,159506.1333,64424.93667
185.99736,21.139,2416.1885,114044.076,132438.9933,77799.95667,150291.7013,82551.80467,129024.3433,100608.0103
186.09245,6.178,1311.7089,14815.767,509972.2467,612035.5033,394995.7133,471196.5,371207.1867,110245.0117
186.10953,4.258,1598.9567,0,87543.245,122386.0267,232812.99,354459.0733,427126.5,337348.42
186.10963,6.85,4357.2393,817508.9667,844369.1167,697831.8267,653245.86,354293.6233,268024.46,225074.1667
186.9798,17.868,6.128,0,0,0,0,0,0,807238.9333
186.98076,20.195,3.527909,2022485.1,2911516.433,2677701.433,2894382.833,2636893,1713725.667,2606054.667
186.9808,18.988,19.0406,2997311.767,2845151.5,2680583.8,2818853.9,2612343.867,2556710.267,1712825.1
186.98083,19.495,20.07379,3009620.433,2649485.3,2693651.5,2829564.933,2604134.333,2531710.1,2547857.4
186.98119,18.411,12.743231,0,0,0,0,2604761.1,2536066.633,1710222.9
186.98248,16.877,7.8900003,0,591887.3,626074.5333,0,0,0,0
186.98299,16.28,4.1733336,0,516781.5,562687.8667,1030888.4,0,0,0
186.98393,15.715,3.6304998,0,428047.7333,436343.6667,913436.6333,0,93965.82333,0
186.9846,14.946,3.6595,339158.75,388442.2667,388427.6,1213792.3,325559.5,317870.7333,351783
186.98512,14.412,3.5361178,810229.8433,355939.8,356560,346808.9667,971927.55,580347.18,387062.8533
186.98578,13.663,4.0718884,946001.5667,379558.02,273408.3667,592658.38,937562.9333,677039.1833,573034.3933
186.98674,21.166,205.77032,135497.84,298860.29,291387.98,107294.5,102513.2067,210085.4167,291571.9267
186.98717,12.576,3.7481847,538936.7667,473442.3467,400969.1333,805002.87,136306.7467,447122.5767,592727.4133
186.9889,11.558,4.112375,802065.9533,404972.8733,126921.8333,628108.4067,424479.9333,45390.46333,511954.57
186.98895,11.993,3.7693331,0,0,127433.4333,297035.5333,0,279020.5333,0
186.99033,10.595,4.0359225,213082.0633,376625.9267,321892.5333,659441.16,199695.78,284986.8167,110832.6133
186.99101,9.131,3.5734,252368.98,200534.72,234979.7667,214631.1,0,50660.00667,0
186.99133,9.609,3.44424,361128.55,267446.98,283707.3467,175504.0667,175913.7,272409.4967,243382.785
186.9923,8.591,3.7742596,513466.03,255843.5633,249030.0633,155329.61,404694.5167,302268.0533,137183.575
186.99371,7.747,3.3546877,172075.3523,0,137224.7067,68426.75667,239719.6067,27573.57333,158341.5533
186.99512,6.978,3.2918842,27916.72,358604.37,317676.4667,199163.64,108053.42,203964.9667,141773.1867
186.99673,6.057,2.9559643,81400.13367,85343.28067,177230.22,69934.16333,112463.3383,47883.75767,68955.39867
186.99722,4.908,2.922931,69113.295,79175.7,107351.62,54004.418,70006.05167,50886.42167,38955.51733
187.08385,11.033,1954.1549,0,102482.335,177475.2033,176054.8367,175332.31,187069.4967,168140.2867
187.98164,18.666,3.706526,149149.3167,62496.21267,75995.93167,42956.12633,48469.22533,32846.594,49720.089
187.98167,19.546,3.81535,330568.28,76367.65333,70560.061,101098.892,46526.51533,37325.51567,51691.72067
187.9822,18.039,3.6473567,225422.4167,44545.715,33866.58333,99090.94267,12276.25767,15662.24433,26065.07167
188.12808,6.054,4414.2485,0,7274.599,35055.34533,133852.5067,216635.0033,277326.89,327284.1133
188.97798,19.209,8.753667,380224.5233,240170.09,387068.83,278549.8467,293955.0267,191848.512,186049.52
188.97826,19.922,5.4842176,381736.59,290663.6067,393061.7333,406559.56,161677.3673,129057.5267,159404.0033
188.97836,18.374,4.9242997,92717.59667,127946.1467,51198.62,159467.3133,184841.7067,207227.32,192514.8693
188.97856,18.788,7.6901665,289707.01,0,5068.222667,0,132083.4667,37118.73333,0
188.97916,20.712,195.84665,90887.64467,57546.66867,91813.90433,117833.54,79019.455,64692.34733,59202.24233
188.98088,17.438,3.05405,35813.41867,161241.247,10206.148,34847.17067,53351.23667,74104.57667,97482.84333
190.94421,0.219,669.43365,102589.5487,50076.621,58074.11667,50821.59333,9800.169,0,0
193.02727,1.226,373.44595,122806.9133,28755.74033,222550.7077,221729.9233,78453.484,70836.34633,78283.715
193.02776,1.947,3.4886668,135494.7597,38136.38867,139269.5257,146672.3633,95912.71067,85929.13533,60642.472
193.04286,8.118,3.0338182,210771.8983,75310.66833,81364.67333,105401.2773,44087.96767,51241.99433,30236.61767
193.0434,6.691,2.6972272,123467.2243,60645.24867,64136.65967,63284.36767,33526.17967,30455.788,23787.10767
193.04422,9.13,3.0489523,272245.108,46191.35433,77587.079,62424.66267,39231.96733,30107.845,28285.00767
193.04443,7.412,3.1075265,80152.00333,66124.44933,137206.2773,136627.57,44703.40333,61456.75067,21316.46833
193.04494,6.087,3.2125385,122800.3667,40843.86267,50794.39067,49818.99733,32019.76067,5029.993167,9887.09
193.04628,9.982,3.4506474,125184.36,59558.642,72569.57333,62115.18167,10411.24267,11392.85233,4930.664
194.00027,21.236,2.0501177,20896.26033,56660.72667,27415.518,134835.1393,4950.436333,114648.9,56062.071
194.00258,0.986,7.1238565,1342467.733,658191.86,998597.1333,408420.4267,916219.2667,689890.24,707992.13
194.0027,21.853,3.8108575,0,254180.6067,229239.7553,56192.44667,224684.72,60741.39667,157106.6
194.00294,1.752,3.932,1258230.967,957256.3333,765959.4133,644159.4033,879854.95,564723.54,811014.8133
194.00375,0.191,3.1784286,0,340549.7467,136440.02,124294.2283,238906.9167,149262.2717,127399.51
194.00418,2.546,3.1251428,0,469954.32,0,11938.08333,0,0,53003.17333
194.11565,1.971,4.303176,1093281.667,2280769.733,1935867.467,0,0,2759504.233,0
194.11607,3.212,3.4583333,0,0,1507516.733,0,0,0,0
194.11607,2.476,24.365068,3391778.733,1684617,2581954.6,3495162.167,3281671.9,3157792.067,2571769.033
194.11623,4.208,2001.7936,36793.10167,321470.5833,54822.32333,38779.12667,0,0,0
194.11768,22.13,5.4169173,926852.3,343850.0933,257193.5933,96319.81333,280837.9,0,4614.414667
194.11777,0.725,3429.6052,1841217.733,316929.9667,628508,1984862.733,1582134.317,0,1599980.533
194.12146,4.85,2.295,0,0,0,139913.02,0,30387.49333,0
194.12172,5.843,2.3856666,0,0,0,0,0,104884.5467,33818.52
194.14961,4.561,24.392002,0,53632.78667,79386.1,192884.6433,201232.3467,350040.4,0
195.10976,3.884,3.5940685,47228.65333,51629.45733,41718.73833,45010.53833,36291.065,122627.555,37730.99333
195.1181,2.467,5.6964836,320175.4867,410044.7067,370018.3133,496955.7333,248798.1367,412179.9933,341063.0267
195.11877,1.809,2.429095,167457.7347,242527.16,215667.9833,288949.5533,276512.0533,133101.8533,164145.899
195.11945,3.096,3.9281373,369352.7567,233012.55,292352.1267,401629.5133,406637.72,350824.618,247619.22
195.11972,0.714,1267.624,35414.00333,68244.72333,82818.73,44865.25667,115777.4433,89988.07033,75300.24167
196.13292,5.014,4736.969,0,70776.63767,191501.9613,452425.3267,463937.8467,485690.5833,923252
197.13516,5.018,3466.651,0,0,12625.478,56033.94267,43659.99767,49974.96633,134977.1033
198.9829,2.186,5.6421847,214983.8867,313157.4933,578260.9667,478966.8333,483462.05,524127.6133,308078.56
198.98315,0.304,3.1662276,76212.19,232398.95,115305.5467,32830.35,106969.1287,21480.75667,30269.124
198.98322,1.056,5.4418144,458730.6933,263107.94,388908.5767,356061.5867,92923.745,289161.2443,131767.3967
198.98367,22.194,267.43845,168628.83,118420.7133,172652.7067,61579.68333,34394.86,23978.27333,71608.19233
198.98473,21.704,3.818857,10978.26667,221778.98,60800.46,0,0,0,86524.87333
198.9849,1.633,3.8462725,195601.7,0,399872.9667,198662.98,546510.2867,173514.5333,177085.8333
198.98604,2.917,3.7585652,528360.6533,333242.52,337152.7167,376318.9033,369387.15,309748.3483,108217.856
198.98834,3.597,3.1624482,115151.18,110415.645,94937.278,85454.35,80037.271,58174.49867,116835.6787
199.08366,7.118,86.21823,28196.16033,658056.08,1768069.567,2374434.667,2680096.833,2195930.1,2713468.9
199.16669,13.101,1213.6866,88717.62667,100742.902,102915.3313,93989.09533,73810.385,76466.5,68794.585
199.16669,9.828,200.0521,424016.4067,425814.8433,465129.3267,475004.6633,442670.6467,427398.48,318635.8
200.02118,21.266,523.34357,267554.46,175651.0467,247710.6833,199262.1533,303863.2833,163629.5767,218765.9567
200.0228,20.92,28.858,150005.1467,0,0,0,0,0,0
200.07127,4.848,9.874761,173427.94,77733.93567,108623.47,137613.2033,146744.7267,78880.07467,98910.04333
200.07184,6.269,3.6364996,134446.52,96253.65167,139694.6433,25626.02667,214655.36,100862.9067,77247.465
200.07265,5.725,4.1344285,227345.015,102536.5667,98179.41333,129005.0413,76727.47,100842.2167,126341.0133
200.08617,7.322,1251.6307,0,113566.2333,0,17581.13,12722.651,0,10215.80533
200.08714,6.929,1267.9092,20440.01367,181131.1567,287403.4067,236580.7967,208161.165,166351.0287,358852.7733
200.09103,16.132,2.9273844,114564.5147,51237.017,48555.5,44430.94,7033.833333,0,0
201.092,3.169,2.7017038,70927.851,163854.8933,132546.182,78566.85,118144.877,69638.57167,61954.35833
201.0926,7.1,3.8527498,0,0,0,19437.48667,135907.9047,98916.89333,42189.11833
201.09271,6.245,241.07278,90989.769,136333.5,27687.82433,105357.1787,125693.3067,87626.65833,73302.95867
201.09277,5.35,212.79253,91946.22667,342839.91,254750.4647,68218.32167,62279.49933,24797.17,68304.29167
201.09367,4.664,872.7916,35415.44933,30639.86667,55500.28333,54253.93133,103933.056,71116.59333,48370.39667
201.09393,12.427,4.8244166,13597.85667,0,268151.6667,203590.4167,32399.375,33630.362,167332.74
201.09402,11.348,3.557,0,302873.96,204860.02,198514.25,92228.28,0,113916.7633
201.09415,9.707,3.3118572,0,134551.9,96909.66667,0,0,31737.87,73736.44333
201.09567,12.891,8.409571,0,384056.16,344496.9333,430118.8967,161894.3533,356844.9667,444388.5767
201.0961,13.627,7.2764235,799005.2667,685743,567476.3667,437584.75,383384.7833,538045.5833,428510.4733
201.0968,10.664,3.880125,0,0,160384.0533,0,112159.5833,0,0
201.09795,8.928,2.8865,0,0,61960.54667,0,100513.4767,0,0
201.098,14.44,9.883095,700912.08,239460.0667,699587.3833,435917.82,450394.1533,176917.6667,355032.6833
201.0996,15.382,8.509111,581547.4833,269063.6633,217804.48,396995.1667,162721.0467,67170.952,77115.86867
201.0999,14.95,6.472,0,0,0,222758.5,0,0,0
201.10033,3.703,2.965333,76143.59333,14389.38533,0,6654.325,154313.1877,80909.8,79691.84
201.10114,16.318,3.9425557,615555.9667,14291.319,0,383078.0633,108652.6043,179573.7233,96776.60667
201.10226,17.075,3.12375,290337.4,116054.647,79503.81567,119774.7337,90989.88667,74866.798,30798.199
201.1033,18.133,3.004,64580.45833,127018.8633,98109.751,6030.35,0,0,0
202.04675,4.873,2748.1501,0,0,0,23932.71533,99552.95867,141049.6367,158666.52
205.0597,2.576,2.628724,256828.11,302602.1683,243605.1133,260486.5033,160157.57,285835.2033,135128.668
205.0614,3.191,4.980655,637979.15,285979.8633,448958.1867,312106,503002.4767,213129.68,219620.7867
205.06238,3.839,2.8455174,507789.5933,267763.63,297430.5533,289824.9433,239145.28,224933.7853,220401.5183
205.98514,20.138,5.621593,741007.9167,603582.4033,513377.49,639822.6033,629781.3667,463637.5033,491546.5867
205.98528,19.55,16.019558,710588.7,695388.2833,545660.59,532609.6733,626761.5167,630502.9,612179.78
205.98653,18.979,6.761363,215247.0833,443656.18,559956.5867,353579.365,203492.5333,88726.402,190703.7613
205.98788,18.147,3.7435334,0,155635.02,148676.9167,204623.5833,12509.965,43491.54567,52898.37667
206.08237,4.953,5000,0,0,6716.868333,49546.879,96594.938,97384.698,124115.72
207.98479,1.402,4.5230384,767518.4167,369054.9833,334569.1233,411360.8667,487751.1,311420.16,308686.9433
207.98512,2.186,2.7629547,558886.54,369688.8433,408057.8933,406306.44,167136.5333,149978.2883,182315.9877
207.9853,0.188,282.01096,116424.75,106031.9667,250869.2167,94125.14867,87098.69333,77354.70667,166947.8543
207.98553,0.82,7.0426245,0,248282.0333,189978.3533,121729.52,177520.0583,266291.3787,189774.1967
207.9858,21.936,3.84245,156572.1333,169758.0167,286360.12,109865.851,103150.8133,45873.94267,241066.4
208.1307,5.03,5000,0,0,0,0,44207.15667,211862.9867,0
208.13144,6.03,2.6585715,94193.65667,191885.7933,119496.6,0,0,0,0
208.1315,7.339,1797.7479,0,321504.04,868699.8833,2034994.8,1979901.8,1858779.567,1744108.4
208.1316,5.502,506.31537,129266.63,188223.8267,230173.38,317240.0667,203504.03,188383.8167,191590.2733
209.10677,8.434,3752.5085,0,9614.022,41274.63,85264.86533,112065.765,164083.1267,138806.958
209.13515,7.315,3754.4104,0,67533.899,159481.8887,327529.0833,207804.5787,98797.06667,181784.59
209.1408,7.522,3335.4937,0,0,0,0,199215.26,199897.16,205397.4367
210.00787,19.467,4.6841054,409556.2,260806.1467,231245.7567,148789.035,295552.9133,51741.909,164495.5267
210.00797,18.686,3.6602502,200538.9333,233468.54,119812.8253,71593.892,123665.1733,71265.165,61429.336
210.00858,20.269,3.185,275901.9433,218229.2667,113800.2887,85272.25567,115220.9267,40039.245,131013.4983
210.00867,19.803,5.4455,376942.2267,9544.584,0,0,0,157931.12,0
210.11122,6.096,4726.545,7902.761667,7195.715,27224.76233,110989.62,213663.42,218970.2333,285721.7333
210.11433,6.837,2637.9163,84381.15233,129237.0933,157117.92,91330.46933,37251.692,10682.477,9450.898333
210.12602,8.436,4375.645,0,8896.584667,45601.62,90787.64167,121738.4833,178934.0067,157919.82
211.09312,5.529,1907.1368,131899.4217,163806.7767,129376.9067,115852.18,103673.7333,111431.4747,117695.4083
211.11742,6.449,2440.6187,1120718.667,1251150.617,1055456.967,685818.7167,367429.5933,191986.15,141476.8867
212.01404,1.792,3.5199497,216480.3233,178595.133,33376.52833,33878.20833,81771.43867,43152.37733,39120.56967
212.01501,0.956,5.852566,241495.99,226054.5967,222359.9667,191994.4667,167303.2767,135571.2267,116653.5013
212.01569,22.136,3.1828501,119599.31,63780.61333,78000.586,123493.7767,84524.60667,85990.32333,47768.48567
212.01585,0.17,230.69589,132661.5,39906.784,122709.6653,123484.7267,69468.18733,92404.716,73449.60767
212.12505,6.799,4526.5625,202817.9433,198830.93,192468.72,150981.8,62943.30967,29807.717,26479.39767
213.1029,6.133,4525.9927,58233.52167,72233.56333,79875.75267,120815.64,103801.32,119172.1733,137084.38
213.14392,7.33,3282.6865,98869.35,106291.7883,95762.45867,111241.86,85375.81567,114602.508,116601.5933
214.14233,6.163,4231.762,0,0,0,46758.481,112208.6267,121211.748,102735.0183
214.91583,0.178,10.012231,114336.76,83998.73767,103066.2003,34001.632,0,0,0
214.9847,20.214,3.3961158,409879.8767,664675.6267,667309.3667,825166.4533,618948.2333,584835.9767,536327.9833
214.98495,19.015,4.7113686,319374.2983,206633.56,24019.74333,163522.4267,523050.0133,406726.0733,136367.1
214.98515,19.494,10.1492405,712025.1367,826252.5167,716390.4,733026.97,697819.22,558475,372339.95
214.9857,18.466,4.068353,303491.78,235361.5457,198992.6933,73830.32333,0,526282.5067,140085.98
214.98944,20.968,179.07631,168353.8733,163917.9967,143063.7087,182356.9867,144492.4867,132704.2867,181647.2933
214.99156,8.749,2.8565714,0,32945.919,33210.322,23564.22667,207954.076,7764.543,79865.81467
214.9917,9.675,3.2170527,0,45487.27733,31837.16333,28758.03267,152525.197,56287.444,83313.32067
215.0802,5.3,642.2307,0,23489.18667,83298.49533,131739.422,120528.19,90125.74467,59106.34833
215.0802,10.998,3905.7957,0,203264.09,289650.4467,418009.2333,459728.1567,502435.0933,472544.44
217.10081,19.725,3.7408464,179202.5933,380931.1333,409641.2067,283220.7133,278446.6567,238057.1967,323670.86
217.1016,19.035,7.0894613,344581.63,378557.4033,257745.5767,416579.78,130212.1633,304627.3967,274472.0733
217.10226,20.378,2.6148262,119615.806,123373.9267,39252.689,62678.015,82043.296,114841.0733,198431.3
217.1027,18.237,3.440318,31549.839,26516.01433,58320.392,199974.52,99084.46867,97509.63967,44740.42733
217.10487,17.594,3.1565557,36731.419,0,37933.84967,145740.1633,72002.58667,0,6088.783333
217.17851,9.827,4483.6772,94502.35,85462.95333,89656.51533,97645.84,100962.1533,107432.55,105023.3367
219.04861,12.361,4.0225,56571.40533,140586.1933,101239.662,112034.8233,35640.27367,0,55845.87333
219.04877,10.906,4.302875,42102.57333,0,173173.25,131684.5733,54727.31833,0,64896.15
219.04904,11.73,3.6367776,31403.31033,183473.42,199598.825,0,14882.815,0,43470.53
219.04971,10.114,4.7167997,13396.16133,128787.02,0,77852.43667,0,0,0
219.05072,3.184,7.2803106,757179.01,1601993.933,1436215.667,1625585.567,1253926.347,1578857.1,1285914.867
219.05112,2.462,2.5119472,601042.5,643492.4667,245665.8,941280.7333,606533.4367,903089.3933,312377.8667
219.05312,3.819,6.3783097,316583.28,323775.3267,405142.5467,288127.89,298736.6733,275194.1267,360389.92
219.0532,2.626,2.2691877,326901.2,376086.2667,1344838.267,347539.4667,445050.0567,744656.8333,740486.7333
219.05904,4.474,2.6240869,268891.6733,147601.3833,81352.206,66737.227,212132.5367,20601.39133,116768.21
222.95654,21.342,521.8363,321614.6167,199283.1633,219575.26,187431.24,171769.408,192946.845,238788.1833
222.95894,22.076,4.557136,106513.9907,59393.14833,84388.18467,105243.6467,20037.22933,42744.75633,61997.714
223.98499,20.232,2.4908998,79816.26667,124133.748,80565.355,32598.69433,0,0,0
223.98538,21.227,4.260517,194783.3233,185700.7867,113819.2267,119862.36,142236.0033,133303.6767,98598.46633
223.9862,19.434,2.7965715,148155.36,29880.63433,38665.45733,0,0,0,0
223.98648,21.803,3.3013105,273876.8017,360422.52,271768.1667,144280,120361.9567,84804.518,86283.578
224.12357,5.942,5.49625,0,37681.72,25796.597,455788.9167,0,0,0
224.12546,6.941,272.17255,0,24747.59,65301.07533,119916.5567,93747.668,124155.3,32588.37767
224.12627,6.338,10.784546,0,97273.264,122384.1453,189237.8,6186.282667,297224.9667,597039.3667
224.12846,8.438,3904.9084,0,53574.41067,129262.41,216112.79,374647.32,413450.2933,422125.1933
224.12862,5.935,229.36093,0,119748.9533,230791.24,706178.7,712234.6367,774332.15,759677.8167
224.1612,4.634,4688.2803,0,10860.591,44067.443,87262.21867,104413.9607,113049.9067,157032.4033
224.16669,4.629,4583.4136,0,0,8970.625667,80036.63133,66741.30667,104939.4267,103023.2533
226.12294,8.293,4829.377,127420.8067,137136.61,139504.87,145003.43,132358.8733,129353.1067,110928.7867
226.95267,0.623,5000,0,258606.0633,172757.93,208984.66,0,288696.06,83023.49333
227.121,5.619,2506.1558,59620.58833,55246.20233,43798.203,30609.09333,86405.58,95224.44533,113964.2013
227.12608,5.625,2232.1636,49810.75667,51697.99,70221.11967,87412.39667,74028.77133,98755.55,101751.1233
227.15326,5.075,4666.7656,138884.728,117504.84,102504.8033,66583.688,23690.12233,0,0
228.19453,8.229,4827.7456,350458.1467,313511.22,320761.3333,342556.08,347271.9333,315771.3267,423009.97
228.19522,16.118,2886.6392,2337759.1,1043763.673,1406236.817,1670794.22,1022682.1,888477.7867,604962.0733
229.19833,16.112,4.914417,221793.69,133840.0343,140683.75,188012.4683,103059.3487,74494.743,63383.03033
230.0803,4.907,1954.4987,5703.654333,27584.64333,49508.97567,123486.742,112468.4483,100443.008,115949.9733
230.11353,7.339,3448.2673,0,21265.422,89626.81933,185832.08,212190.9833,220362.91,217938.7867
230.88885,20.948,8.305586,166201.42,185768.4533,161845.1833,179518.34,136841.815,116642.35,71633.72767
230.88895,21.867,230.05673,47149.677,111430.0867,133322.66,81226.16667,27518.172,20256.75667,14460.37933
230.9536,2.686,2.986,42017.706,54175.27867,76198.83333,134451.887,30337.178,34023.97767,29044.48133
230.95364,1.965,3.1322668,28848.93133,37653.397,60323.04333,207214.5443,15368.10533,17687.08967,17388.08
230.95366,1.011,2.9410865,67578.56833,81882.25267,105007.8167,93491.61333,80524.61,28094.039,27956.098
230.95415,0.143,2.7301307,80252.51433,59146.159,101171.6117,49867.51667,75857.36733,84015.32667,36960.53167
233.0675,4.465,5000,108840.8233,0,0,0,103450.8133,0,0
233.06784,4.108,530.16675,175791.6433,326771.7633,260633.76,241850.2033,231253.8133,260701.94,284113.6867
233.07718,5.473,2873.1497,129816.095,105801.29,165254.1033,132859.97,99505.15067,108380.6767,96601.94433
233.0785,4.435,2501.1365,0,0,0,0,102216.1867,0,0
235.0207,3.763,3.7737586,109934.2213,166506.04,97318.264,213214.198,313595.61,422691.75,305518.3467
235.02284,2.433,2.5914736,19971.902,11597.871,210325.2027,41953.04167,19063.471,0,135092.183
235.0231,2.92,4.8935857,134451.17,161848.3383,239200.6,310060.4967,208059.1933,453860.78,303265.9653
235.02446,9.237,2.6831741,13646.492,11263.37167,102827.3143,40809.62633,54882.785,62820.97767,57316.32533
235.02528,10.139,2.6563888,13950.162,19332.16733,147512.6187,26274.74333,35089.59667,22467.04167,45865.72167
239.1539,15.184,3.6107,111522.7233,49332.43067,40107.33867,14280.35767,68192.842,24721.21333,71417.666
239.15411,15.765,361.47516,104515.5817,54730.201,41412.73333,14932.618,27578.45433,9513.500667,68878.58467
239.15459,16.37,2.8674443,106939.5617,0,35507.14667,10255.94667,11184.51667,0,30578.54433
239.1585,9.876,23.25186,1488722.333,1181046.82,787276.0133,1534400.367,1812244.167,1904508.4,2020847.767
239.1639,10.685,23.316,0,0,307095.7667,0,0,0,0
240.1636,9.732,3108.113,196814.8333,150303.84,186966,190079.9967,207642.75,213676.41,229379.7633
241.17604,10.487,3970.2727,71043.54133,97564.89333,101075.65,98781.97,105709.0283,96985.58,95493.61333
242.13838,4.766,3532.9136,0,21157.43333,78366.12733,156827.83,141321.0687,124488.12,81337.42833
242.21112,16.11,5.8156247,145772.3747,90659.67367,89842.732,116931.9147,67870.93333,51737.53867,39904.76
